Sample ID,Analyte Name,Date,Time,Elem,Wavelength,Int (Corr),RSD (Corr Int),Conc (Calib),Conc (Samp),Reported Conc (Calib),Reported Conc (Samp),RSD (Conc),Corr Coef,Repl No1,Date1,Time1,Int (Net)1,Int (Corr)1,Conc (Calib)1,Conc (Samp)1,Repl No2,Date2,Time2,Int (Net)2,Int (Corr)2,Conc (Calib)2,Conc (Samp)2,Repl No3,Date3,Time3,Int (Net)3,Int (Corr)3,Conc (Calib)3,Conc (Samp)3,Repl No4,Date4,Time4,Int (Net)4,Int (Corr)4,Conc (Calib)4,Conc (Samp)4,Repl No5,Date5,Time5,Int (Net)5,Int (Corr)5,Conc (Calib)5,Conc (Samp)5
st5-1,S 181.975,4/7/2023,12:51:38 PM,S,181.973,493.3304008,1.160957879, , , , , , ,1,4/7/2023,12:48:58 PM,489.0948043,489.0948043, , ,2,4/7/2023,12:49:38 PM,491.9152363,491.9152363, , ,3,4/7/2023,12:50:18 PM,494.3108156,494.3108156, , ,4,4/7/2023,12:50:58 PM,488.6157414,488.6157414, , ,5,4/7/2023,12:51:38 PM,502.7154065,502.7154065, , 
st5-1,P 213.617,4/7/2023,12:51:38 PM,P,213.617,4228.590775,0.5254102853, , , , , , ,1,4/7/2023,12:48:58 PM,4209.680423,4209.680423, , ,2,4/7/2023,12:49:38 PM,4236.525403,4236.525403, , ,3,4/7/2023,12:50:18 PM,4230.005644,4230.005644, , ,4,4/7/2023,12:50:58 PM,4205.928591,4205.928591, , ,5,4/7/2023,12:51:38 PM,4260.813816,4260.813816, , 
st5-1,P 178.221,4/7/2023,12:51:38 PM,P,178.221,48.24263308,8.868936349, , , , , , ,1,4/7/2023,12:48:58 PM,43.12643853,43.12643853, , ,2,4/7/2023,12:49:38 PM,50.03848135,50.03848135, , ,3,4/7/2023,12:50:18 PM,53.56884826,53.56884826, , ,4,4/7/2023,12:50:58 PM,49.83248856,49.83248856, , ,5,4/7/2023,12:51:38 PM,44.64690871,44.64690871, , 
st5-1,K 766.490,4/7/2023,12:51:13 PM,K,766.454,734877.9906,0.4806501187, , , , , , ,1,4/7/2023,12:48:33 PM,734042.3588,734042.3588, , ,2,4/7/2023,12:49:13 PM,736665.8211,736665.8211, , ,3,4/7/2023,12:49:53 PM,730886.8467,730886.8467, , ,4,4/7/2023,12:50:33 PM,739965.6615,739965.6615, , ,5,4/7/2023,12:51:13 PM,732829.265,732829.265, , 
st5-1,Mn 257.610,4/7/2023,12:51:18 PM,Mn,257.607,67433.75577,0.9288405939, , , , , , ,1,4/7/2023,12:48:38 PM,67103.77528,67103.77528, , ,2,4/7/2023,12:49:18 PM,66541.17899,66541.17899, , ,3,4/7/2023,12:49:58 PM,67527.89238,67527.89238, , ,4,4/7/2023,12:50:38 PM,68093.25276,68093.25276, , ,5,4/7/2023,12:51:18 PM,67902.67942,67902.67942, , 
st5-1,Sc,4/7/2023,12:51:07 PM,Sc,361.376,18819268.33,1.171090329, , , , , , ,1,4/7/2023,12:48:27 PM,18489156.59,18489156.59, , ,2,4/7/2023,12:49:07 PM,18710902.15,18710902.15, , ,3,4/7/2023,12:49:47 PM,18936967.41,18936967.41, , ,4,4/7/2023,12:50:27 PM,19043955.97,19043955.97, , ,5,4/7/2023,12:51:07 PM,18915359.54,18915359.54, , 
20ppm,Sc 361.383,4/7/2023,12:57:34 PM,Sc,361.378,21300615.88,0.2572696375,100, ,100.00, ,0.2572696375, ,1,4/7/2023,12:57:02 PM,21238316,21238316,99.70752076, ,2,4/7/2023,12:57:18 PM,21322169.69,21322169.69,100.1011887, ,3,4/7/2023,12:57:34 PM,21341361.95,21341361.95,100.1912906, 
20ppm,Cr 267.716,4/7/2023,12:57:40 PM,Cr,267.713,1075090.79,0.6408539006, , , , , , ,1,4/7/2023,12:57:09 PM,1079805.841,1082973.313, , ,2,4/7/2023,12:57:25 PM,1073166.12,1072081.295, , ,3,4/7/2023,12:57:40 PM,1072264.989,1070217.763, , 
20ppm,Ni 231.604,4/7/2023,12:57:40 PM,Ni,231.603,492616.4228,0.747014413, , , , , , ,1,4/7/2023,12:57:09 PM,495380.4593,496833.5944, , ,2,4/7/2023,12:57:25 PM,491455.6053,490958.8107, , ,3,4/7/2023,12:57:40 PM,490994.296,490056.8634, , 
blk,Sc 361.383,4/7/2023,1:00:09 PM,Sc,361.378,20917727.18,0.9407211529,98.20245246, ,98.202, ,0.9407211529, ,1,4/7/2023,12:59:40 PM,20708612.14,20708612.14,97.22072008, ,2,4/7/2023,12:59:54 PM,21099255.82,21099255.82,99.05467493, ,3,4/7/2023,1:00:09 PM,20945313.59,20945313.59,98.33196236, 
blk,Cr 267.716,4/7/2023,1:00:14 PM,Cr,267.713,4827.929933,57.83977607, , , , , , ,1,4/7/2023,12:59:45 PM,7544.387455,7760.06128, , ,2,4/7/2023,12:59:59 PM,4480.913506,4523.676959, , ,3,4/7/2023,1:00:14 PM,2163.353873,2200.051561, , 
blk,Ni 231.604,4/7/2023,1:00:14 PM,Ni,231.603,1651.078257,77.3327093, , , , , , ,1,4/7/2023,12:59:45 PM,2928.81916,3012.546254, , ,2,4/7/2023,12:59:59 PM,1446.521112,1460.325939, , ,3,4/7/2023,1:00:14 PM,472.3499507,480.3625794, , 
blk,Sc 361.383,4/7/2023,1:03:06 PM,Sc,361.378,20991254.28,0.2912588763,98.5476401, ,98.548, ,0.2912588763, ,1,4/7/2023,1:02:08 PM,21060995.68,21060995.68,98.87505507, ,2,4/7/2023,1:02:37 PM,20965873.91,20965873.91,98.4284869, ,3,4/7/2023,1:03:06 PM,20946893.24,20946893.24,98.33937834, 
blk,Cr 267.716,4/7/2023,1:03:26 PM,Cr,267.713,392.3583248,4.017770298, , , , , , ,1,4/7/2023,1:02:28 PM,404.812621,409.418352, , ,2,4/7/2023,1:02:57 PM,383.2074664,389.3257719, , ,3,4/7/2023,1:03:26 PM,372.0482065,378.3308506, , 
blk,Ni 231.604,4/7/2023,1:03:26 PM,Ni,231.603,-61.85163102,14.79228111, , , , , , ,1,4/7/2023,1:02:28 PM,-71.38548421,-72.19766822, , ,2,4/7/2023,1:02:57 PM,-57.61048276,-58.530294, , ,3,4/7/2023,1:03:26 PM,-53.91646295,-54.82693084, , 
blk,Sc 361.383,4/7/2023,1:06:43 PM,Sc,361.378,21047561.04,0.2858745683,98.81198343, ,98.812, ,0.2858745683, ,1,4/7/2023,1:05:44 PM,21052889.15,21052889.15,98.83699732, ,2,4/7/2023,1:06:13 PM,21104889.41,21104889.41,99.08112297, ,3,4/7/2023,1:06:43 PM,20984904.55,20984904.55,98.51783002, 
blk,Cr 267.716,4/7/2023,1:07:03 PM,Cr,267.713,349.7833104,1.459185906, , , , , , ,1,4/7/2023,1:06:04 PM,350.717005,354.8438485, , ,2,4/7/2023,1:06:33 PM,341.4701635,344.6369533, , ,3,4/7/2023,1:07:03 PM,344.6834741,349.8691293, , 
blk,Ni 231.604,4/7/2023,1:07:03 PM,Ni,231.603,-62.77045915,31.86763894, , , , , , ,1,4/7/2023,1:06:04 PM,-39.88738783,-40.35673777, , ,2,4/7/2023,1:06:33 PM,-78.08609608,-78.81026551, , ,3,4/7/2023,1:07:03 PM,-68.11953702,-69.14437418, , 
Calib Blank 1,Sc 361.383,4/7/2023,1:10:38 PM,Sc,361.378,21196807.82,0.6597822415, , ,[0.00], ,0.6597822415, ,1,4/7/2023,1:09:39 PM,21069544.99,21069544.99, , ,2,4/7/2023,1:10:08 PM,21346531.79,21346531.79, , ,3,4/7/2023,1:10:38 PM,21174346.69,21174346.69, , 
Calib Blank 1,Cr 267.716,4/7/2023,1:10:58 PM,Cr,267.713,410.0436629,9.489713172, , ,[0.00], ,0, ,1,4/7/2023,1:09:59 PM,451.8775175,454.6069173, , ,2,4/7/2023,1:10:29 PM,395.5088976,392.7348094, , ,3,4/7/2023,1:10:58 PM,382.3836404,382.7892619, , 
Calib Blank 1,Ni 231.604,4/7/2023,1:10:58 PM,Ni,231.603,-31.60229917,24.76843841, , ,[0.00], ,0, ,1,4/7/2023,1:09:59 PM,-40.23327758,-40.47629189, , ,2,4/7/2023,1:10:29 PM,-25.86098644,-25.67959821, , ,3,4/7/2023,1:10:58 PM,-28.62064745,-28.6510074, , 
0.1ppm,Sc 361.383,4/7/2023,1:16:26 PM,Sc,361.378,21265130.05,1.055360897, , ,100.32, ,1.055360897, ,1,4/7/2023,1:15:57 PM,21094147.34,21094147.34, , ,2,4/7/2023,1:16:11 PM,21181980.5,21181980.5, , ,3,4/7/2023,1:16:26 PM,21519262.32,21519262.32, , 
0.1ppm,Cr 267.716,4/7/2023,1:16:31 PM,Cr,267.713,5442.865341,2.109284547, , ,[0.1], ,1.317089016e-006, ,1,4/7/2023,1:16:02 PM,5949.447922,5568.358886, , ,2,4/7/2023,1:16:16 PM,5823.083851,5417.11633, , ,3,4/7/2023,1:16:31 PM,5840.683957,5343.120806, , 
0.1ppm,Ni 231.604,4/7/2023,1:16:31 PM,Ni,231.603,2474.871103,2.30849922, , ,[0.1], ,1.317089016e-006, ,1,4/7/2023,1:16:02 PM,2495.852333,2539.601385, , ,2,4/7/2023,1:16:16 PM,2420.236826,2453.533284, , ,3,4/7/2023,1:16:31 PM,2436.38424,2431.47864, , 
1ppm,Sc 361.383,4/7/2023,1:21:59 PM,Sc,361.378,21249134.04,0.2263749262, , ,100.25, ,0.2263749262, ,1,4/7/2023,1:21:31 PM,21304145.23,21304145.23, , ,2,4/7/2023,1:21:45 PM,21228276.58,21228276.58, , ,3,4/7/2023,1:21:59 PM,21214980.31,21214980.31, , 
1ppm,Cr 267.716,4/7/2023,1:22:05 PM,Cr,267.713,54606.33342,0.2072165146, , ,[1], ,0, ,1,4/7/2023,1:21:36 PM,55327.95315,54639.14875, , ,2,4/7/2023,1:21:50 PM,55191.31138,54699.45221, , ,3,4/7/2023,1:22:05 PM,54937.50175,54480.3993, , 
1ppm,Ni 231.604,4/7/2023,1:22:05 PM,Ni,231.603,24609.76263,0.2683008358, , ,[1], ,0, ,1,4/7/2023,1:21:36 PM,24649.62931,24557.03854, , ,2,4/7/2023,1:21:50 PM,24688.81643,24683.82007, , ,3,4/7/2023,1:22:05 PM,24577.8801,24588.42929, , 
5ppm,Sc 361.383,4/7/2023,1:27:35 PM,Sc,361.378,21411556.88,0.3327734842, , ,101.01, ,0.3327734842, ,1,4/7/2023,1:27:05 PM,21329967.14,21329967.14, , ,2,4/7/2023,1:27:20 PM,21461526.81,21461526.81, , ,3,4/7/2023,1:27:35 PM,21443176.67,21443176.67, , 
5ppm,Cr 267.716,4/7/2023,1:27:40 PM,Cr,267.713,264788.0135,0.6158049383, , ,[5], ,0, ,1,4/7/2023,1:27:11 PM,267440.8196,265361.1888, , ,2,4/7/2023,1:27:25 PM,269792.4326,266054.6116, , ,3,4/7/2023,1:27:40 PM,266419.2766,262948.2401, , 
5ppm,Ni 231.604,4/7/2023,1:27:40 PM,Ni,231.603,120027.4393,0.5546541969, , ,[5], ,0, ,1,4/7/2023,1:27:11 PM,121138.3314,120413.6879, , ,2,4/7/2023,1:27:25 PM,121881.6722,120409.9148, , ,3,4/7/2023,1:27:40 PM,120612.8804,119258.7153, , 
20ppm,Sc 361.383,4/7/2023,1:33:13 PM,Sc,361.378,21247987.49,0.8279503604, , ,100.24, ,0.8279503604, ,1,4/7/2023,1:32:41 PM,21422211.57,21422211.57, , ,2,4/7/2023,1:32:57 PM,21251337.07,21251337.07, , ,3,4/7/2023,1:33:13 PM,21070413.82,21070413.82, , 
20ppm,Cr 267.716,4/7/2023,1:33:20 PM,Cr,267.713,1057304.547,0.9519734701, , ,[20], ,0, ,1,4/7/2023,1:32:48 PM,1059700.99,1048140.81, , ,2,4/7/2023,1:33:04 PM,1058822.282,1055695.384, , ,3,4/7/2023,1:33:20 PM,1062116.23,1068077.448, , 
20ppm,Ni 231.604,4/7/2023,1:33:20 PM,Ni,231.603,480563.203,0.9285966485, , ,[20], ,0, ,1,4/7/2023,1:32:48 PM,481743.106,476705.8245, , ,2,4/7/2023,1:33:04 PM,480735.0473,479533.1214, , ,3,4/7/2023,1:33:20 PM,482524.5656,485450.663, , 
blank,Sc 361.383,4/7/2023,1:39:20 PM,Sc,361.378,21305705.99,0.09595366177,100.513748, ,100.51, ,0.09595366178, ,1,4/7/2023,1:38:21 PM,21327632.99,21327632.99,100.6171928, ,2,4/7/2023,1:38:50 PM,21287169.78,21287169.78,100.4262999, ,3,4/7/2023,1:39:20 PM,21302315.19,21302315.19,100.4977512, 
blank,Cr 267.716,4/7/2023,1:39:40 PM,Cr,267.713,5.30412695,715.4185226,-0.0116428759,-0.0116428759,-0.0116,-0.0116,6.168472897,0.9999988126,1,4/7/2023,1:38:41 PM,461.9949583,49.11738647,-0.0108136566,-0.0108136566,2,4/7/2023,1:39:10 PM,395.6217987,-16.10124025,-0.01204799855,-0.01204799855,3,4/7/2023,1:39:40 PM,394.8957607,-17.10376537,-0.01206697256,-0.01206697256
blank,Ni 231.604,4/7/2023,1:39:40 PM,Ni,231.603,27.08634521,33.51412753,-0.005470092242,-0.005470092242,-0.0055,-0.0055,6.90935874,0.9999991897,1,4/7/2023,1:38:41 PM,0.6108991597,32.20945103,-0.005256793943,-0.005256793943,2,4/7/2023,1:39:10 PM,0.845737635,32.44444673,-0.005247009999,-0.005247009999,3,4/7/2023,1:39:40 PM,-15.07180987,16.60513786,-0.005906472785,-0.005906472785
blank,Sc 361.383,4/7/2023,1:45:37 PM,Sc,361.378,21191998.12,0.9470277532,99.97730933, ,99.977, ,0.9470277532, ,1,4/7/2023,1:44:39 PM,21060784.43,21060784.43,99.35828363, ,2,4/7/2023,1:45:08 PM,21092180.22,21092180.22,99.50639924, ,3,4/7/2023,1:45:37 PM,21423029.72,21423029.72,101.0672451, 
blank,Cr 267.716,4/7/2023,1:45:57 PM,Cr,267.713,-22.05053113,66.42534156,-0.01216059613,-0.01216059613,-0.0122,-0.0122,2.279616676,0.9999988126,1,4/7/2023,1:44:59 PM,401.9369156,-5.510793628,-0.01184756145,-0.01184756145,2,4/7/2023,1:45:28 PM,380.89432,-27.25991939,-0.01225919014,-0.01225919014,3,4/7/2023,1:45:57 PM,380.6826978,-33.38088037,-0.01237503679,-0.01237503679
blank,Ni 231.604,4/7/2023,1:45:57 PM,Ni,231.603,37.51493078,26.28031747,-0.005035902584,-0.005035902584,-0.0050,-0.0050,8.151011416,0.9999991897,1,4/7/2023,1:44:59 PM,0.6252256014,32.23156286,-0.005255873327,-0.005255873327,2,4/7/2023,1:45:28 PM,17.20198272,48.8896122,-0.004562322635,-0.004562322635,3,4/7/2023,1:45:57 PM,-0.1805888524,31.42361729,-0.005289511792,-0.005289511792
blank,Sc 361.383,4/7/2023,1:51:55 PM,Sc,361.378,21152124.98,0.1683832191,99.78920014, ,99.789, ,0.1683832191, ,1,4/7/2023,1:50:56 PM,21156413.66,21156413.66,99.80943283, ,2,4/7/2023,1:51:26 PM,21185403.08,21185403.08,99.94619597, ,3,4/7/2023,1:51:55 PM,21114558.19,21114558.19,99.61197163, 
blank,Cr 267.716,4/7/2023,1:52:15 PM,Cr,267.713,-28.94030053,46.70993341,-0.0122909934,-0.0122909934,-0.0123,-0.0123,2.081560982,0.9999988126,1,4/7/2023,1:51:16 PM,395.6790192,-13.60916968,-0.01200083308,-0.01200083308,2,4/7/2023,1:51:46 PM,375.7758818,-34.06548965,-0.01238799385,-0.01238799385,3,4/7/2023,1:52:15 PM,369.4582334,-39.14624227,-0.01248415328,-0.01248415328
blank,Ni 231.604,4/7/2023,1:52:15 PM,Ni,231.603,26.15568729,63.38593365,-0.005508839783,-0.005508839783,-0.0055,-0.0055,12.53005426,0.9999991897,1,4/7/2023,1:51:16 PM,-22.38682346,9.17273232,-0.00621591778,-0.00621591778,2,4/7/2023,1:51:46 PM,-4.604358363,26.99546214,-0.005473876119,-0.005473876119,3,4/7/2023,1:52:15 PM,10.65506251,42.2988674,-0.004836725449,-0.004836725449
10B1[01]01A20221108,Sc 361.383,4/7/2023,1:58:13 PM,Sc,361.378,20795719.36,1.073530112,98.10778839, ,98.108, ,1.073530112, ,1,4/7/2023,1:57:14 PM,20595874.07,20595874.07,97.16497994, ,2,4/7/2023,1:57:44 PM,20754623.57,20754623.57,97.9139111, ,3,4/7/2023,1:58:13 PM,21036660.45,21036660.45,99.24447412, 
